id,empresa_id,proveedor_id,categoria_id,suministro,calificacion_actual,nota_actual,proxima_evaluacion
50055674-c01b-5b40-9c5e-72821792b7ee,a6f1d8c3-6194-5804-ac16-a98cc205559d,7c8a2e8c-52a5-5f16-855a-675008475920,27eab39b-d505-5d1f-85ff-615de00b8e9a,VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN,confiable,75.0,2026-05-25
2d396415-7c71-5c75-8bac-3c8c184e24bc,a6f1d8c3-6194-5804-ac16-a98cc205559d,ea0d1fb8-f565-5e12-a65c-96ff1c29aa76,27eab39b-d505-5d1f-85ff-615de00b8e9a,TRANSPORTE DE CARGA POR CARRETERA,confiable,75.0,2026-04-08
38892428-8e39-5414-8a46-4f569b9ef372,a6f1d8c3-6194-5804-ac16-a98cc205559d,ea0d1fb8-f565-5e12-a65c-96ff1c29aa76,6bf4bdda-3739-51f4-be22-48b0e38ea47a,TRANSPORTE DE CARGA POR CARRETERA,confiable,75.0,2025-10-10
9e7c6407-eea9-5e6c-91c5-acb89f0515c8,a6f1d8c3-6194-5804-ac16-a98cc205559d,632a4ec9-4372-503d-801a-8ce5f0c250f2,27eab39b-d505-5d1f-85ff-615de00b8e9a,FABRICACION DE PRENDAS DE VESTIR,confiable,75.0,2026-06-30
a0350c96-5c5b-5497-a0f8-05897071fe6b,a6f1d8c3-6194-5804-ac16-a98cc205559d,96ed903f-e35b-58bc-852b-b91e730a3a15,27eab39b-d505-5d1f-85ff-615de00b8e9a,ABASTECIMIENTO DE PRODUCTOS INDUSTRIALES,confiable,85.0,2024-12-01
8bbeedf2-b172-564f-87a3-62ca3c05235c,a6f1d8c3-6194-5804-ac16-a98cc205559d,0b892670-7540-5667-a5a4-8b45bc8fd116,27eab39b-d505-5d1f-85ff-615de00b8e9a,CAPACITACIONES,confiable,75.0,2026-05-06
69d06010-9c23-54ed-9f84-d9d2f6ffae85,a6f1d8c3-6194-5804-ac16-a98cc205559d,0b892670-7540-5667-a5a4-8b45bc8fd116,6bf4bdda-3739-51f4-be22-48b0e38ea47a,CAPACITACIONES,confiable,75.0,2025-11-07
dec988ff-b416-53c9-a666-f6a5fde83db4,a6f1d8c3-6194-5804-ac16-a98cc205559d,69f9dd7c-a479-5873-a0d3-9da82f452128,27eab39b-d505-5d1f-85ff-615de00b8e9a,IMPRESIÓN,confiable,80.0,2026-05-25
a0fef741-496a-53e4-9b31-8b41ded9edd7,a6f1d8c3-6194-5804-ac16-a98cc205559d,83151023-0d0b-5c18-99bf-ea82d7cbe0f2,27eab39b-d505-5d1f-85ff-615de00b8e9a,"ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",confiable,75.0,2026-04-08
95681b3e-500b-5fd6-9751-404adf9d432a,a6f1d8c3-6194-5804-ac16-a98cc205559d,83151023-0d0b-5c18-99bf-ea82d7cbe0f2,6bf4bdda-3739-51f4-be22-48b0e38ea47a,"ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",confiable,75.0,2025-10-10
3258a17f-626f-5b18-90ad-42dee90e4bcd,a6f1d8c3-6194-5804-ac16-a98cc205559d,a0456372-0664-542f-a98c-a6225a23e6b3,27eab39b-d505-5d1f-85ff-615de00b8e9a,"VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS
ESPECIALIZADOS",confiable,85.0,2026-03-10
11c53c98-b8c8-570c-bb3a-2e09478aa89e,a6f1d8c3-6194-5804-ac16-a98cc205559d,236db71b-8c2f-5b0c-8ffa-59647775b61c,27eab39b-d505-5d1f-85ff-615de00b8e9a,METALMECANICA,confiable,75.0,2026-06-04
b9fec50b-b390-5c38-9d3f-56dbc0695717,a6f1d8c3-6194-5804-ac16-a98cc205559d,c6afa872-f027-527e-9f3f-c8d40e97b3ce,27eab39b-d505-5d1f-85ff-615de00b8e9a,"VENTA AL POR MAYOR DE MATERIALES DECONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO YMATERIALES DE FONTANERÍA",confiable,75.0,2026-06-05
de9aad75-50b0-5b55-8533-2b2e93b468bd,a6f1d8c3-6194-5804-ac16-a98cc205559d,d1365a1d-6f51-5268-9ebd-699cbe3c5ef0,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES,confiable,85.0,2026-07-20
c9607582-f391-534f-ad37-a687c6b52e75,a6f1d8c3-6194-5804-ac16-a98cc205559d,19f2cac7-9fe4-5178-9090-7ee77eb585b8,27eab39b-d505-5d1f-85ff-615de00b8e9a,VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS,confiable,75.0,2026-03-17
2a3709c3-163c-5405-8672-30d531e07c1e,a6f1d8c3-6194-5804-ac16-a98cc205559d,2f46bbf6-5699-526e-bd7e-64523148ddca,27eab39b-d505-5d1f-85ff-615de00b8e9a,COMERCIO AL POR MAYOR Y MENOR,confiable,75.0,2026-03-26
9c7a75a0-316f-5401-a891-07fa29a0d153,a6f1d8c3-6194-5804-ac16-a98cc205559d,7606996b-2237-547c-b88f-6e98b2f720e9,27eab39b-d505-5d1f-85ff-615de00b8e9a,ALQUILER Y ARRENDAMIENTO DE VEHÍCULOS AUTOMOTORES,confiable,75.0,2026-02-20
ac7c2478-1d87-539f-8da0-3cb1b22a5866,a6f1d8c3-6194-5804-ac16-a98cc205559d,7606996b-2237-547c-b88f-6e98b2f720e9,e49105b2-4b4c-557e-b55d-7a6d977c8a9c,ALQUILER Y ARRENDAMIENTO DE VEHÍCULOS AUTOMOTORES,confiable,75.0,2025-08-24
2238cee2-bfbe-58e9-9f21-aa767b86c461,a6f1d8c3-6194-5804-ac16-a98cc205559d,c228c04a-6f4d-5d0a-8512-781040de0cb3,a18fb552-93f5-58a4-be11-ce3e5274f443,TRANSPORTE DE CARGA POR CARRETERA,confiable,80.0,2025-06-03
65780788-9ed6-568c-a0bf-5e453a090ca7,a6f1d8c3-6194-5804-ac16-a98cc205559d,c228c04a-6f4d-5d0a-8512-781040de0cb3,86ccc685-a2fb-562e-9ac7-debfacbcf12a,TRANSPORTE DE CARGA POR CARRETERA,confiable,80.0,2026-05-29
6d260e52-83cd-5abe-bf69-826b6fdd960a,a6f1d8c3-6194-5804-ac16-a98cc205559d,905df291-333d-5d33-9012-c606c25e0fa5,27eab39b-d505-5d1f-85ff-615de00b8e9a,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN,
ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y
CALEFACCIÓN",confiable,75.0,2026-03-17
151c2821-1224-54e2-900d-b8862dcf6f66,a6f1d8c3-6194-5804-ac16-a98cc205559d,19907606-20da-5ae4-9bca-a708f462629f,27eab39b-d505-5d1f-85ff-615de00b8e9a,SERVICIOS GENERALES,confiable,80.0,2026-05-25
80c31299-fdde-5bbf-8859-ca42d4ab1201,a6f1d8c3-6194-5804-ac16-a98cc205559d,19907606-20da-5ae4-9bca-a708f462629f,6bf4bdda-3739-51f4-be22-48b0e38ea47a,SERVCIOS GENERALES,confiable,80.0,2025-11-26
8c18c47a-6db3-535a-9660-536bc9548e9a,a6f1d8c3-6194-5804-ac16-a98cc205559d,82397bd2-89ef-5fe6-bbe2-629ebea40c9f,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES DE CONSTRUCCION,confiable,75.0,2026-05-25
4721d0a4-5a02-5555-bc60-4e3cff219b49,a6f1d8c3-6194-5804-ac16-a98cc205559d,f73f622b-0f2d-52aa-bbb5-c9545601321a,27eab39b-d505-5d1f-85ff-615de00b8e9a,VENTA DE REPUESTO PARA MAQUINA E INDUSTRIA,confiable,75.0,2026-05-29
54811781-b96a-5772-bf03-7049ed13e066,a6f1d8c3-6194-5804-ac16-a98cc205559d,3e8c2b12-1472-5afb-90e8-9c14c5271753,27eab39b-d505-5d1f-85ff-615de00b8e9a,REPARACION DE ORDENADORES,confiable,75.0,2026-05-25
89233540-cf71-5c16-9035-1a55b275ec41,a6f1d8c3-6194-5804-ac16-a98cc205559d,3dc9688e-c3e4-5f05-bf81-9d4be663a87f,27eab39b-d505-5d1f-85ff-615de00b8e9a,EQUIPAMIENTO AUTOMOTRIZ PROYECTO,confiable,75.0,2026-06-04
e88f1e2a-a0e4-5762-a1de-176b64de190b,a6f1d8c3-6194-5804-ac16-a98cc205559d,28dd1de8-3b1b-58e7-9fdd-5667fe8e118b,27eab39b-d505-5d1f-85ff-615de00b8e9a,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",confiable,75.0,2026-02-20
b064a67b-a2e6-522f-be51-700953c81f5d,a6f1d8c3-6194-5804-ac16-a98cc205559d,2d6ed2cb-4fea-524b-a9db-a4bfcf1da725,27eab39b-d505-5d1f-85ff-615de00b8e9a,TRANSPORTE DE CARGA POR CARRETERA,confiable,75.0,2026-02-20
318a0eac-97e0-5c3e-a7dd-239ce5a84609,a6f1d8c3-6194-5804-ac16-a98cc205559d,2d6ed2cb-4fea-524b-a9db-a4bfcf1da725,e49105b2-4b4c-557e-b55d-7a6d977c8a9c,TRANSPORTE DE CARGA POR CARRETERA,confiable,75.0,2025-08-24
d11d8d9e-6909-587f-b125-93c190199c78,a6f1d8c3-6194-5804-ac16-a98cc205559d,44deae17-25aa-5301-98a7-273fdce1224f,6bf4bdda-3739-51f4-be22-48b0e38ea47a,Principal - 8010 - ACTIVIDADES DE SEGURIDAD PRIVADA,confiable,75.0,2024-12-05
e35c3cff-4f04-51d4-9e69-548dbea2f136,a6f1d8c3-6194-5804-ac16-a98cc205559d,d0b71032-44b3-532c-abb1-15a49f222f1b,27eab39b-d505-5d1f-85ff-615de00b8e9a,BIDON Y CAJA DE AGUA,confiable,75.0,2026-03-17
c9363c90-929b-53d0-84b0-1f29c5a3d303,a6f1d8c3-6194-5804-ac16-a98cc205559d,3657662c-9c81-578d-bb9b-f2f0bcc4ff81,27eab39b-d505-5d1f-85ff-615de00b8e9a,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y
DETELECOMUNICACIONES",confiable,90.0,2026-03-11
c262f991-c591-519f-836e-3b91ae488817,a6f1d8c3-6194-5804-ac16-a98cc205559d,276eeb1b-4254-5be0-8f75-2cf52c99e44b,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES DE CONSTRUCCION,confiable,85.0,2026-05-25
7f49d84b-4114-5ed4-9e50-755ee2eb13c5,a6f1d8c3-6194-5804-ac16-a98cc205559d,c45232c3-f8ae-5761-b80d-aff7068e6d50,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES DE CONSTRUCCION,confiable,75.0,2026-07-20
e3dc24c8-551e-505d-83b1-b8944c4ba6aa,a6f1d8c3-6194-5804-ac16-a98cc205559d,6b77234c-5b76-5e9d-b941-8d366ad794e9,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES,confiable,75.0,2026-07-25
fd8e208a-a94a-5937-8cbc-e19dd8b95e73,a6f1d8c3-6194-5804-ac16-a98cc205559d,54487c70-ced4-57b2-9409-1341de8c4036,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES DE CARTON,confiable,80.0,2026-03-11
2dd43b72-7b0f-52f8-b670-5f5d2eef49b3,a6f1d8c3-6194-5804-ac16-a98cc205559d,600f433a-0d48-5d87-bf77-5892cf97464e,27eab39b-d505-5d1f-85ff-615de00b8e9a,VENTA DE MATERIALES,confiable,85.0,2026-04-21
d42d3c1a-1e8d-5c31-bedb-a9aa0db8da1b,a6f1d8c3-6194-5804-ac16-a98cc205559d,28c88eea-e0c9-5d18-9711-a24553074553,27eab39b-d505-5d1f-85ff-615de00b8e9a,"ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",confiable,80.0,2026-02-08
ddd1cb15-e0cb-5829-a3af-562aa9b58aa1,a6f1d8c3-6194-5804-ac16-a98cc205559d,28c88eea-e0c9-5d18-9711-a24553074553,58d5cd65-a153-5cb4-b6d6-5ea3c87fdd5f,"ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",confiable,80.0,2025-08-12
e0c91033-ea95-5a0e-9924-66d9a9839482,a6f1d8c3-6194-5804-ac16-a98cc205559d,28c88eea-e0c9-5d18-9711-a24553074553,86ccc685-a2fb-562e-9ac7-debfacbcf12a,"ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA,
EQUIPO Y BIENES TANGIBLES",confiable,80.0,2026-08-07
ad84bfe3-9b86-5a58-82a7-b90912ea0af0,a6f1d8c3-6194-5804-ac16-a98cc205559d,749ba267-22b5-5167-a756-ebb390d9952b,27eab39b-d505-5d1f-85ff-615de00b8e9a,"Importadora, distribuidora y comercializadora de productos de cómputo, cámaras de seguridad y servicios",confiable,80.0,2026-03-17
06da9c00-783d-55cd-a43b-7943bbeb6087,a6f1d8c3-6194-5804-ac16-a98cc205559d,70e55dab-02f7-53cb-a4d5-b2b40b214614,27eab39b-d505-5d1f-85ff-615de00b8e9a,FERRETERIA Y FONTANERIA,confiable,80.0,2026-04-08
b7d30df9-e275-5e0e-8456-795b0fa152b2,a6f1d8c3-6194-5804-ac16-a98cc205559d,4269627d-f3a3-5ca8-9335-6f68e638a1a2,6bf4bdda-3739-51f4-be22-48b0e38ea47a,"ALQUILER DE EQUIPOS, CISTERNAS Y EXCAVADORAS SOBRE ORUGAS",confiable,75.0,2026-03-26
7d1cf649-1fbc-59db-a3ac-f325d9f256a6,a6f1d8c3-6194-5804-ac16-a98cc205559d,e314a923-e900-563f-ace8-5403870d8016,a18fb552-93f5-58a4-be11-ce3e5274f443,TRANSPORTE DE CARGA POR CARRETERA,confiable,80.0,2025-06-03
b9e528e0-1904-53a1-ae6b-daef5ea54422,a6f1d8c3-6194-5804-ac16-a98cc205559d,e314a923-e900-563f-ace8-5403870d8016,86ccc685-a2fb-562e-9ac7-debfacbcf12a,TRANSPORTE DE CARGA POR CARRETERA,confiable,80.0,2026-05-29
5469fcd2-3960-51a6-812b-109382051246,a6f1d8c3-6194-5804-ac16-a98cc205559d,623241dc-7787-577c-9574-8c141c6df0c3,27eab39b-d505-5d1f-85ff-615de00b8e9a,AGUA,confiable,85.0,2026-03-11
012a83fc-fafd-5cad-8410-1279faccc846,a6f1d8c3-6194-5804-ac16-a98cc205559d,469a46e6-8066-5be1-aa8f-077b7e57774b,27eab39b-d505-5d1f-85ff-615de00b8e9a,FABRICACIÓN DE MUEBLES,confiable,90.0,2026-03-11
6c678117-a29e-5b81-aea2-662ec4a5866d,a6f1d8c3-6194-5804-ac16-a98cc205559d,7d4de0d2-de3a-5e4e-a478-658458da593a,27eab39b-d505-5d1f-85ff-615de00b8e9a,ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA,confiable,80.0,2026-02-20
bd557bfc-b085-5eba-adc7-02538a445fd7,a6f1d8c3-6194-5804-ac16-a98cc205559d,7d4de0d2-de3a-5e4e-a478-658458da593a,6bf4bdda-3739-51f4-be22-48b0e38ea47a,"ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",confiable,80.0,2025-08-24
104c76af-5bfc-5022-afe4-a8fcc76e37f0,a6f1d8c3-6194-5804-ac16-a98cc205559d,117a4c71-0136-5d4c-bab7-09145c966801,27eab39b-d505-5d1f-85ff-615de00b8e9a,VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS,confiable,75.0,2026-06-04
69e4dde5-dba6-526d-94e9-a3d826e50eff,a6f1d8c3-6194-5804-ac16-a98cc205559d,49535dad-461a-5fb5-be44-18a75e874a59,27eab39b-d505-5d1f-85ff-615de00b8e9a,4690 - VENTA AL POR MAYOR NO ESPECIALIZADA,confiable,75.0,2026-05-25
8230128e-d2f2-5538-996e-204a7ecaa887,a6f1d8c3-6194-5804-ac16-a98cc205559d,6eeed7cb-ce78-5b4b-8ea3-719d391dd7cf,27eab39b-d505-5d1f-85ff-615de00b8e9a,CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,confiable,75.0,2026-03-26
2cc03fbb-42d3-5be7-a562-fc6dd4eb924a,a6f1d8c3-6194-5804-ac16-a98cc205559d,6eeed7cb-ce78-5b4b-8ea3-719d391dd7cf,6bf4bdda-3739-51f4-be22-48b0e38ea47a,CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,confiable,75.0,2025-09-27
cc293458-838a-5ada-92e6-35fddad0ad76,a6f1d8c3-6194-5804-ac16-a98cc205559d,8b69da25-f46c-535d-8753-0b8784ebd0c7,27eab39b-d505-5d1f-85ff-615de00b8e9a,ALQUILER Y ARRENDAMIENTO DE OTRO,confiable,75.0,2026-04-08
d909b377-212c-5397-8757-aa5c028c6fb3,a6f1d8c3-6194-5804-ac16-a98cc205559d,8b69da25-f46c-535d-8753-0b8784ebd0c7,6bf4bdda-3739-51f4-be22-48b0e38ea47a,ALQUILER Y ARRENDAMIENTO DE OTRO,confiable,75.0,2025-10-10
ffd95493-d647-53f6-b9dc-2bc56e2829dd,a6f1d8c3-6194-5804-ac16-a98cc205559d,d4d595cc-3637-5b2f-aa08-7ff8047a79a5,27eab39b-d505-5d1f-85ff-615de00b8e9a,MATERIALES,confiable,75.0,2026-07-20
d265d9a3-8fca-545d-a801-3805360f34d3,a6f1d8c3-6194-5804-ac16-a98cc205559d,e72e7129-634f-5400-87f3-6833d859c746,27eab39b-d505-5d1f-85ff-615de00b8e9a,ALQUILER DE MAQUINARIA PESADA,confiable,80.0,2026-03-10
d1873603-b7a2-5dc1-88d2-17e3d2d9b8cc,a6f1d8c3-6194-5804-ac16-a98cc205559d,e72e7129-634f-5400-87f3-6833d859c746,6bf4bdda-3739-51f4-be22-48b0e38ea47a,ALQUILER DE MAQUINARIA PESADA,confiable,80.0,2025-09-11
600b699a-4eb6-552f-bc3f-40ec531dfba2,a6f1d8c3-6194-5804-ac16-a98cc205559d,dd243027-2d07-5966-acf5-795cabf1c32b,27eab39b-d505-5d1f-85ff-615de00b8e9a,CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,confiable,80.0,2026-03-17
2eabf8d4-a07d-54a3-9ba2-1c4da135d0c9,a6f1d8c3-6194-5804-ac16-a98cc205559d,64fe3f38-ea4d-5cc3-9da0-07792554887e,27eab39b-d505-5d1f-85ff-615de00b8e9a,"DISTRIBUCIOÓN DE EQUIPOS TECNOLOGICOS , SUMINISTROS, ACCESORIOS",confiable,75.0,2026-03-30
42665436-bb38-547b-8b14-975ae175ff1b,a6f1d8c3-6194-5804-ac16-a98cc205559d,8ab89512-a953-5d0c-aaab-347be8e8005b,27eab39b-d505-5d1f-85ff-615de00b8e9a,COMERCIALIZACION DE EQUIPOS,confiable,75.0,2026-06-04
81ba34c1-77bd-576f-9579-e337036747e4,a6f1d8c3-6194-5804-ac16-a98cc205559d,1e886e34-a8a9-5657-bc62-f25e495a0431,27eab39b-d505-5d1f-85ff-615de00b8e9a,Principal - 8010 - ACTIVIDADES DE SEGURIDAD PRIVADA,confiable,75.0,2026-05-29
0b885521-31f8-5639-b94d-0a7753fde2f1,a6f1d8c3-6194-5804-ac16-a98cc205559d,1e886e34-a8a9-5657-bc62-f25e495a0431,a5c7f0fc-bfc1-5204-80e3-1f613382edd3,Principal - 8010 - ACTIVIDADES DE SEGURIDAD PRIVADA,confiable,75.0,2025-11-30
